logTP,fit,se,lwr,upr,LM,JB,DR,TSI
2.080712253,0.43225771,0.055066433,0.341589389,0.522926032,1.677301036,1.695575377,1.490262167,1.773494786
2.090712253,0.44404949,0.053883925,0.355328199,0.532770781,1.699456326,1.720512375,1.512013272,1.79937981
2.100712253,0.455906779,0.05271839,0.369104572,0.542708986,1.721904263,1.745816123,1.534081845,1.825642638
2.110712253,0.467829391,0.051570154,0.382917784,0.552740998,1.744648713,1.771492017,1.556472519,1.852288785
2.120712253,0.479817129,0.050439548,0.396767095,0.562867163,1.767693591,1.797545528,1.579189997,1.879323845
2.130712253,0.491869785,0.049326904,0.410651749,0.573087822,1.791042867,1.823982211,1.602239047,1.906753496
2.140712253,0.503987143,0.048232558,0.424570975,0.583403311,1.814700561,1.850807701,1.625624509,1.934583495
2.150712253,0.516168975,0.047156851,0.438523988,0.593813962,1.838670747,1.878027716,1.649351294,1.962819687
2.160712253,0.528415042,0.046100122,0.452509985,0.604320098,1.862957552,1.905648058,1.673424382,1.991468
2.170712253,0.540725096,0.045062718,0.466528153,0.614922039,1.887565159,1.933674616,1.697848829,2.020534449
2.180712253,0.553098878,0.044044984,0.48057766,0.625620096,1.912497806,1.962113363,1.722629763,2.050025138
2.190712253,0.565536118,0.043047269,0.494657665,0.636414572,1.937759785,1.990970361,1.747772387,2.079946257
2.200712253,0.578036537,0.042069921,0.508767313,0.647305761,1.963355447,2.020251763,1.773281979,2.110304089
2.210712253,0.590599843,0.04111329,0.522905737,0.658293949,1.989289199,2.049963809,1.799163897,2.141105009
2.220712253,0.603225735,0.040177724,0.537072061,0.669379408,2.015565508,2.080112833,1.825423574,2.172355484
2.230712253,0.6159139,0.039263572,0.551265403,0.680562397,2.042188897,2.110705261,1.852066523,2.204062074
2.240712253,0.628664015,0.038371177,0.56548487,0.691843161,2.069163952,2.141747616,1.87909834,2.236231438
2.250712253,0.641475747,0.03750088,0.579729568,0.703221926,2.096495318,2.173246514,1.906524699,2.268870329
2.260712253,0.654348751,0.036653016,0.593998602,0.7146989,2.124187701,2.205208669,1.934351359,2.301985601
2.270712253,0.667282671,0.035827913,0.608291075,0.726274266,2.152245869,2.237640894,1.962584163,2.335584206
2.280712253,0.68027714,0.03502589,0.622606097,0.737948183,2.180674655,2.270550104,1.991229038,2.3696732
2.290712253,0.693331782,0.034247253,0.636942784,0.74972078,2.209478953,2.303943313,2.020292,2.404259739
2.300712253,0.706446208,0.033492297,0.651300266,0.76159215,2.238663725,2.337827639,2.049779149,2.439351085
2.310712253,0.719620019,0.032761297,0.665677687,0.77356235,2.268233995,2.372210305,2.079696678,2.474954607
2.320712253,0.732852804,0.032054511,0.680074214,0.785631394,2.298194855,2.407098641,2.110050868,2.51107778
2.330712253,0.746144142,0.031372174,0.694489038,0.797799247,2.328551466,2.442500083,2.140848092,2.547728188
2.340712253,0.759493602,0.030714495,0.708921384,0.81006582,2.359309053,2.478422177,2.172094817,2.584913526
2.350712253,0.77290074,0.030081652,0.723370513,0.822430967,2.390472914,2.514872581,2.203797603,2.622641603
2.360712253,0.786365102,0.029473794,0.737835731,0.834894474,2.422048416,2.551859065,2.235963106,2.66092034
2.370712253,0.799886224,0.028891028,0.752316392,0.847456056,2.454040995,2.589389513,2.268598081,2.699757773
2.380712253,0.813463628,0.028333423,0.766811907,0.86011535,2.48645616,2.627471925,2.301709379,2.739162058
2.390712253,0.82709683,0.027801005,0.781321749,0.87287191,2.519299494,2.666114419,2.335303953,2.779141467
